Blocks: '[0:82:1996:5:1, -1:82:1997:5:1, 0:82:1997:5:1, 1:82:1997:5:1, -2:82:1998:5:1,
  10:88:2001:172, 11:88:2001:172, -11:88:2002:172, -10:88:2002:172, -9:88:2002:172,
  -8:88:2002:172, -7:88:2002:172, -6:88:2002:172, -5:88:2002:172, -4:88:2002:172,
  -3:88:2002:172, -2:88:2002:172, -1:88:2002:172, 0:88:2002:172, 1:88:2002:172, 2:88:2002:172,
  3:88:2002:172, 4:88:2002:172, 5:88:2002:172, 6:88:2002:172, 7:88:2002:172, 8:88:2002:172,
  9:88:2002:172, 10:88:2002:172, 11:88:2002:172, -10:88:2003:172, -9:88:2003:172,
  -8:88:2003:172, -7:88:2003:172, -6:88:2003:172, -5:88:2003:172, -4:88:2003:172,
  -3:88:2003:172, -2:88:2003:172, -1:88:2003:172, 0:88:2003:172, 1:88:2003:172, 2:88:2003:172,
  3:88:2003:172, 4:88:2003:172, 5:88:2003:172, 6:88:2003:172, 7:88:2003:172, 8:88:2003:172,
  9:88:2003:172, 10:88:2003:172, -10:88:2004:172, -9:88:2004:172, -8:88:2004:172,
  -7:88:2004:172, -6:88:2004:172, -5:88:2004:172, -4:88:2004:172, -3:88:2004:172,
  -2:88:2004:172, -1:88:2004:172, 0:88:2004:172, 1:88:2004:172, 2:88:2004:172, 3:88:2004:172,
  4:88:2004:172, 5:88:2004:172, 6:88:2004:172, 7:88:2004:172, 8:88:2004:172, 9:88:2004:172,
  10:88:2004:172, -10:88:2005:172, -9:88:2005:172, -8:88:2005:172, -7:88:2005:172,
  -6:88:2005:172, -5:88:2005:172, -4:88:2005:172, -3:88:2005:172, -2:88:2005:172,
  -1:88:2005:172, 0:88:2005:172, 1:88:2005:172, 2:88:2005:172, 3:88:2005:172, 4:88:2005:172,
  5:88:2005:172, 6:88:2005:172, 7:88:2005:172, 8:88:2005:172, 9:88:2005:172, 10:88:2005:172,
  -9:88:2006:172, -8:88:2006:172, -7:88:2006:172, -6:88:2006:172, -5:88:2006:172,
  -4:88:2006:172, -3:88:2006:172, -2:88:2006:172, -1:88:2006:172, 0:88:2006:172, 1:88:2006:172,
  2:88:2006:172, 3:88:2006:172, 4:88:2006:172, 5:88:2006:172, 6:88:2006:172, 7:88:2006:172,
  8:88:2006:172, 9:88:2006:172, -8:88:2007:172, -7:88:2007:172, -6:88:2007:172, -5:88:2007:172,
  -4:88:2007:172, -3:88:2007:172, -2:88:2007:172, -1:88:2007:172, 0:88:2007:172, 1:88:2007:172,
  2:88:2007:172, 3:88:2007:172, 4:88:2007:172, 5:88:2007:172, 6:88:2007:172, 7:88:2007:172,
  8:88:2007:172, -8:88:2008:172, -7:88:2008:172, -6:88:2008:172, -5:88:2008:172, -4:88:2008:172,
  -3:88:2008:172, -2:88:2008:172, -1:88:2008:172, 0:88:2008:172, 1:88:2008:172, 2:88:2008:172,
  3:88:2008:172, 4:88:2008:172, 5:88:2008:172, 6:88:2008:172, 7:88:2008:172, 8:88:2008:172,
  -6:88:2009:172, -5:88:2009:172, -4:88:2009:172, -3:88:2009:172, -2:88:2009:172,
  -1:88:2009:172, 0:88:2009:172, 1:88:2009:172, 2:88:2009:172, 3:88:2009:172, 4:88:2009:172,
  5:88:2009:172, 6:88:2009:172, -5:88:2010:172, -4:88:2010:172, -3:88:2010:172, -2:88:2010:172,
  -1:88:2010:172, 0:88:2010:172, 1:88:2010:172, 2:88:2010:172, 3:88:2010:172, 4:88:2010:172,
  5:88:2010:172, -2:88:2011:172, -1:88:2011:172, 0:88:2011:172, 1:88:2011:172, 2:88:2011:172,
  0:88:2012:5:1, 0:89:1987:5:1, -1:89:1988:172, 0:89:1988:172, 1:89:1988:172, -5:89:1989:172,
  -4:89:1989:172, -3:89:1989:172, -2:89:1989:172, -1:89:1989:172, 0:89:1989:172, 1:89:1989:172,
  2:89:1989:172, 3:89:1989:172, 4:89:1989:172, 5:89:1989:172, -6:89:1990:172, -5:89:1990:172,
  -4:89:1990:172, -3:89:1990:172, -2:89:1990:172, -1:89:1990:172, 0:89:1990:172, 1:89:1990:172,
  2:89:1990:172, 3:89:1990:172, 4:89:1990:172, 5:89:1990:172, 6:89:1990:172, -8:89:1991:172,
  -7:89:1991:172, -6:89:1991:172, -5:89:1991:172, -4:89:1991:172, -3:89:1991:172,
  -2:89:1991:172, -1:89:1991:172, 0:89:1991:172, 1:89:1991:172, 2:89:1991:172, 3:89:1991:172,
  4:89:1991:172, 5:89:1991:172, 6:89:1991:172, 7:89:1991:172, 8:89:1991:172, -9:89:1992:172,
  -8:89:1992:172, -7:89:1992:172, -6:89:1992:172, -5:89:1992:172, -4:89:1992:172,
  -3:89:1992:172, -2:89:1992:172, -1:89:1992:172, 0:89:1992:172, 1:89:1992:172, 2:89:1992:172,
  3:89:1992:172, 4:89:1992:172, 5:89:1992:172, 6:89:1992:172, 7:89:1992:172, 8:89:1992:172,
  9:89:1992:172, -9:89:1993:172, -8:89:1993:172, -7:89:1993:172, -6:89:1993:172, -5:89:1993:172,
  -4:89:1993:172, -3:89:1993:172, -2:89:1993:172, -1:89:1993:172, 0:89:1993:172, 1:89:1993:172,
  2:89:1993:172, 3:89:1993:172, 4:89:1993:172, 5:89:1993:172, 6:89:1993:172, 7:89:1993:172,
  8:89:1993:172, 9:89:1993:172, -10:89:1994:172, -9:89:1994:172, -8:89:1994:172, -7:89:1994:172,
  -6:89:1994:172, -5:89:1994:172, -4:89:1994:172, -3:89:1994:172, -2:89:1994:172,
  -1:89:1994:172, 0:89:1994:172, 1:89:1994:172, 2:89:1994:172, 3:89:1994:172, 4:89:1994:172,
  5:89:1994:172, 6:89:1994:172, 7:89:1994:172, 8:89:1994:172, 9:89:1994:172, 10:89:1994:172,
  -11:89:1995:172, -10:89:1995:172, -9:89:1995:172, -8:89:1995:172, -7:89:1995:172,
  -6:89:1995:172, -5:89:1995:172, -4:89:1995:172, -3:89:1995:172, -2:89:1995:172,
  -1:89:1995:172, 0:89:1995:172, 1:89:1995:172, 2:89:1995:172, 3:89:1995:172, 4:89:1995:172,
  5:89:1995:172, 6:89:1995:172, 7:89:1995:172, 8:89:1995:172, 9:89:1995:172, 10:89:1995:172,
  11:89:1995:172, -11:89:1996:172, -10:89:1996:172, -9:89:1996:172, -8:89:1996:172,
  -7:89:1996:172, -6:89:1996:172, -5:89:1996:172, -4:89:1996:172, -3:89:1996:172,
  -2:89:1996:172, -1:89:1996:172, 0:89:1996:172, 1:89:1996:172, 2:89:1996:172, 3:89:1996:172,
  4:89:1996:172, 5:89:1996:172, 6:89:1996:172, 7:89:1996:172, 8:89:1996:172, 9:89:1996:172,
  10:89:1996:172, 11:89:1996:172, -11:89:1997:172, -10:89:1997:172, -9:89:1997:172,
  -8:89:1997:172, -7:89:1997:172, -6:89:1997:172, -5:89:1997:172, -4:89:1997:172,
  -3:89:1997:172, -2:89:1997:172, -1:89:1997:172, 0:89:1997:172, 1:89:1997:172, 2:89:1997:172,
  3:89:1997:172, 4:89:1997:172, 5:89:1997:172, 6:89:1997:172, 7:89:1997:172, 8:89:1997:172,
  9:89:1997:172, 10:89:1997:172, 11:89:1997:172, -11:89:1998:172, -10:89:1998:172,
  -9:89:1998:172, -8:89:1998:172, -7:89:1998:172, -6:89:1998:172, -5:89:1998:172,
  -4:89:1998:172, -3:89:1998:172, -2:89:1998:172, -1:89:1998:172, 0:89:1998:172, 1:89:1998:172,
  2:89:1998:172, 3:89:1998:172, 4:89:1998:172, 5:89:1998:172, 6:89:1998:172, 7:89:1998:172,
  8:89:1998:172, 9:89:1998:172, 10:89:1998:172, 11:89:1998:172, -12:89:1999:172, -11:89:1999:172,
  -10:89:1999:172, -9:89:1999:172, -8:89:1999:172, -7:89:1999:172, -6:89:1999:172,
  -5:89:1999:172, -4:89:1999:172, -3:89:1999:172, -2:89:1999:172, -1:89:1999:172,
  0:89:1999:172, 1:89:1999:172, 2:89:1999:172, 3:89:1999:172, 4:89:1999:172, 5:89:1999:172,
  6:89:1999:172, 7:89:1999:172, 8:89:1999:172, 9:89:1999:172, 10:89:1999:172, 11:89:1999:172,
  12:89:1999:172, -13:89:2000:5:1, -12:89:2000:172, -11:89:2000:172, -10:89:2000:172,
  -9:89:2000:172, -8:89:2000:172, -7:89:2000:172, -6:89:2000:172, -5:89:2000:172,
  -4:89:2000:172, -3:89:2000:172, -2:89:2000:172, -1:89:2000:172, 0:89:2000:172, 1:89:2000:172,
  2:89:2000:172, 3:89:2000:172, 4:89:2000:172, 5:89:2000:172, 6:89:2000:172, 7:89:2000:172,
  8:89:2000:172, 9:89:2000:172, 10:89:2000:172, 11:89:2000:172, 12:89:2000:172, 13:89:2000:5:1,
  -12:89:2001:172, -11:89:2001:172, -10:89:2001:172, -9:89:2001:172, -8:89:2001:172,
  -7:89:2001:172, -6:89:2001:172, -5:89:2001:172, -4:89:2001:172, -3:89:2001:172,
  -2:89:2001:172, -1:89:2001:172, 0:89:2001:172, 1:89:2001:172, 2:89:2001:172, 3:89:2001:172,
  4:89:2001:172, 5:89:2001:172, 6:89:2001:172, 7:89:2001:172, 8:89:2001:172, 9:89:2001:172,
  10:89:2001:172, 11:89:2001:172, 12:89:2001:172, -11:89:2002:172, -10:89:2002:172,
  -9:89:2002:172, -8:89:2002:172, -7:89:2002:172, -6:89:2002:172, -5:89:2002:172,
  -4:89:2002:172, -3:89:2002:172, -2:89:2002:172, -1:89:2002:172, 0:89:2002:172, 1:89:2002:172,
  2:89:2002:172, 3:89:2002:172, 4:89:2002:172, 5:89:2002:172, 6:89:2002:172, 7:89:2002:172,
  8:89:2002:172, 9:89:2002:172, 10:89:2002:172, 11:89:2002:172, -11:89:2003:172, -10:89:2003:172,
  -9:89:2003:172, -8:89:2003:172, -7:89:2003:172, -6:89:2003:172, -5:89:2003:172,
  -4:89:2003:172, -3:89:2003:172, -2:89:2003:172, -1:89:2003:172, 0:89:2003:172, 1:89:2003:172,
  2:89:2003:172, 3:89:2003:172, 4:89:2003:172, 5:89:2003:172, 6:89:2003:172, 7:89:2003:172,
  8:89:2003:172, 9:89:2003:172, 10:89:2003:172, 11:89:2003:172, -11:89:2004:172, -10:89:2004:172,
  -9:89:2004:172, -8:89:2004:172, -7:89:2004:172, -6:89:2004:172, -5:89:2004:172,
  -4:89:2004:172, -3:89:2004:172, -2:89:2004:172, -1:89:2004:172, 0:89:2004:172, 1:89:2004:172,
  2:89:2004:172, 3:89:2004:172, 4:89:2004:172, 5:89:2004:172, 6:89:2004:172, 7:89:2004:172,
  8:89:2004:172, 9:89:2004:172, 10:89:2004:172, 11:89:2004:172, -11:89:2005:172, -10:89:2005:172,
  -9:89:2005:172, -8:89:2005:172, -7:89:2005:172, -6:89:2005:172, -5:89:2005:172,
  -4:89:2005:172, -3:89:2005:172, -2:89:2005:172, -1:89:2005:172, 0:89:2005:172, 1:89:2005:172,
  2:89:2005:172, 3:89:2005:172, 4:89:2005:172, 5:89:2005:172, 6:89:2005:172, 7:89:2005:172,
  8:89:2005:172, 9:89:2005:172, 10:89:2005:172, 11:89:2005:172, -10:89:2006:172, -9:89:2006:172,
  -8:89:2006:172, -7:89:2006:172, -6:89:2006:172, -5:89:2006:172, -4:89:2006:172,
  -3:89:2006:172, -2:89:2006:172, -1:89:2006:172, 0:89:2006:172, 1:89:2006:172, 2:89:2006:172,
  3:89:2006:172, 4:89:2006:172, 5:89:2006:172, 6:89:2006:172, 7:89:2006:172, 8:89:2006:172,
  9:89:2006:172, 10:89:2006:172, -9:89:2007:172, -8:89:2007:172, -7:89:2007:172, -6:89:2007:172,
  -5:89:2007:172, -4:89:2007:172, -3:89:2007:172, -2:89:2007:172, -1:89:2007:172,
  0:89:2007:172, 1:89:2007:172, 2:89:2007:172, 3:89:2007:172, 4:89:2007:172, 5:89:2007:172,
  6:89:2007:172, 7:89:2007:172, 8:89:2007:172, 9:89:2007:172, -9:89:2008:172, -8:89:2008:172,
  -7:89:2008:172, -6:89:2008:172, -5:89:2008:172, -4:89:2008:172, -3:89:2008:172,
  -2:89:2008:172, -1:89:2008:172, 0:89:2008:172, 1:89:2008:172, 2:89:2008:172, 3:89:2008:172,
  4:89:2008:172, 5:89:2008:172, 6:89:2008:172, 7:89:2008:172, 8:89:2008:172, 9:89:2008:172,
  -8:89:2009:172, -7:89:2009:172, -6:89:2009:172, -5:89:2009:172, -4:89:2009:172,
  -3:89:2009:172, -2:89:2009:172, -1:89:2009:172, 0:89:2009:172, 1:89:2009:172, 2:89:2009:172,
  3:89:2009:172, 4:89:2009:172, 5:89:2009:172, 6:89:2009:172, 7:89:2009:172, 8:89:2009:172,
  -6:89:2010:172, -5:89:2010:172, -4:89:2010:172, -3:89:2010:172, -2:89:2010:172,
  -1:89:2010:172, 0:89:2010:172, 1:89:2010:172, 2:89:2010:172, 3:89:2010:172, 4:89:2010:172,
  5:89:2010:172, 6:89:2010:172, -5:89:2011:172, -4:89:2011:172, -3:89:2011:172, -2:89:2011:172,
  -1:89:2011:172, 0:89:2011:172, 1:89:2011:172, 2:89:2011:172, 3:89:2011:172, 4:89:2011:172,
  5:89:2011:172, -1:89:2012:172, 0:89:2012:172, 1:89:2012:172, 0:89:2013:5:1, -1:90:1948:172,
  0:90:1948:172, 1:90:1948:172, -2:90:1949:172, -1:90:1949:172, 0:90:1949:172, 1:90:1949:172,
  2:90:1949:172, -2:90:1950:172, -1:90:1950:172, 0:90:1950:172, 1:90:1950:172, 2:90:1950:172,
  -2:90:1951:172, -1:90:1951:172, 0:90:1951:172, 1:90:1951:172, 2:90:1951:172, -1:90:1952:172,
  0:90:1952:172, 1:90:1952:172, -27:90:1955:172, -26:90:1955:172, -25:90:1955:172,
  25:90:1955:172, 26:90:1955:172, 27:90:1955:172, -28:90:1956:172, -27:90:1956:172,
  -26:90:1956:172, -25:90:1956:172, -24:90:1956:172, 24:90:1956:172, 25:90:1956:172,
  26:90:1956:172, 27:90:1956:172, 28:90:1956:172, -28:90:1957:172, -27:90:1957:172,
  -26:90:1957:172, -25:90:1957:172, -24:90:1957:172, 24:90:1957:172, 25:90:1957:172,
  26:90:1957:172, 27:90:1957:172, 28:90:1957:172, -28:90:1958:172, -27:90:1958:172,
  -26:90:1958:172, -25:90:1958:172, -24:90:1958:172, 24:90:1958:172, 25:90:1958:172,
  26:90:1958:172, 27:90:1958:172, 28:90:1958:172, -27:90:1959:172, -26:90:1959:172,
  -25:90:1959:172, 25:90:1959:172, 26:90:1959:172, 27:90:1959:172, -44:90:1972:172,
  -43:90:1972:172, -42:90:1972:172, 42:90:1972:172, 43:90:1972:172, 44:90:1972:172,
  -45:90:1973:172, -44:90:1973:172, -43:90:1973:172, -42:90:1973:172, -41:90:1973:172,
  41:90:1973:172, 42:90:1973:172, 43:90:1973:172, 44:90:1973:172, 45:90:1973:172,
  -45:90:1974:172, -44:90:1974:172, -43:90:1974:172, -42:90:1974:172, -41:90:1974:172,
  41:90:1974:172, 42:90:1974:172, 43:90:1974:172, 44:90:1974:172, 45:90:1974:172,
  -45:90:1975:172, -44:90:1975:172, -43:90:1975:172, -42:90:1975:172, -41:90:1975:172,
  41:90:1975:172, 42:90:1975:172, 43:90:1975:172, 44:90:1975:172, 45:90:1975:172,
  -44:90:1976:172, -43:90:1976:172, -42:90:1976:172, 42:90:1976:172, 43:90:1976:172,
  44:90:1976:172, 0:90:1987:5:1, -4:90:1988:172, -3:90:1988:172, -2:90:1988:172, -1:90:1988:172,
  0:90:1988:172, 1:90:1988:172, 2:90:1988:172, 3:90:1988:172, 4:90:1988:172, -6:90:1989:172,
  -5:90:1989:172, -4:90:1989:172, -3:90:1989:172, -2:90:1989:172, -1:90:1989:172,
  0:90:1989:172, 1:90:1989:172, 2:90:1989:172, 3:90:1989:172, 4:90:1989:172, 5:90:1989:172,
  6:90:1989:172, -7:90:1990:172, -6:90:1990:172, -5:90:1990:172, -4:90:1990:172, -3:90:1990:172,
  -2:90:1990:172, -1:90:1990:172, 0:90:1990:172, 1:90:1990:172, 2:90:1990:172, 3:90:1990:172,
  4:90:1990:172, 5:90:1990:172, 6:90:1990:172, 7:90:1990:172, -8:90:1991:172, -7:90:1991:172,
  -6:90:1991:172, -5:90:1991:172, -4:90:1991:172, -3:90:1991:172, -2:90:1991:172,
  -1:90:1991:172, 0:90:1991:172, 1:90:1991:172, 2:90:1991:172, 3:90:1991:172, 4:90:1991:172,
  5:90:1991:172, 6:90:1991:172, 7:90:1991:172, 8:90:1991:172, -9:90:1992:172, -8:90:1992:172,
  -7:90:1992:172, -6:90:1992:172, -5:90:1992:172, -4:90:1992:172, -3:90:1992:172,
  -2:90:1992:172, -1:90:1992:172, 0:90:1992:172, 1:90:1992:172, 2:90:1992:172, 3:90:1992:172,
  4:90:1992:172, 5:90:1992:172, 6:90:1992:172, 7:90:1992:172, 8:90:1992:172, 9:90:1992:172,
  -10:90:1993:172, -9:90:1993:172, -8:90:1993:172, -7:90:1993:172, -6:90:1993:172,
  -5:90:1993:172, -4:90:1993:172, -3:90:1993:172, -2:90:1993:172, -1:90:1993:172,
  0:90:1993:172, 1:90:1993:172, 2:90:1993:172, 3:90:1993:172, 4:90:1993:172, 5:90:1993:172,
  6:90:1993:172, 7:90:1993:172, 8:90:1993:172, 9:90:1993:172, 10:90:1993:172, -11:90:1994:172,
  -10:90:1994:172, -9:90:1994:172, -8:90:1994:172, -7:90:1994:172, -6:90:1994:172,
  -5:90:1994:172, -4:90:1994:172, -3:90:1994:172, -2:90:1994:172, -1:90:1994:172,
  0:90:1994:172, 1:90:1994:172, 2:90:1994:172, 3:90:1994:172, 4:90:1994:172, 5:90:1994:172,
  6:90:1994:172, 7:90:1994:172, 8:90:1994:172, 9:90:1994:172, 10:90:1994:172, 11:90:1994:172,
  -11:90:1995:172, -10:90:1995:172, -9:90:1995:172, -8:90:1995:172, -7:90:1995:172,
  -6:90:1995:172, -5:90:1995:172, -4:90:1995:172, -3:90:1995:172, -2:90:1995:172,
  -1:90:1995:172, 0:90:1995:172, 1:90:1995:172, 2:90:1995:172, 3:90:1995:172, 4:90:1995:172,
  5:90:1995:172, 6:90:1995:172, 7:90:1995:172, 8:90:1995:172, 9:90:1995:172, 10:90:1995:172,
  11:90:1995:172, -12:90:1996:172, -11:90:1996:172, -10:90:1996:172, -9:90:1996:172,
  -8:90:1996:172, -7:90:1996:172, -6:90:1996:172, -5:90:1996:172, -4:90:1996:172,
  -3:90:1996:172, -2:90:1996:172, -1:90:1996:172, 0:90:1996:172, 1:90:1996:172, 2:90:1996:172,
  3:90:1996:172, 4:90:1996:172, 5:90:1996:172, 6:90:1996:172, 7:90:1996:172, 8:90:1996:172,
  9:90:1996:172, 10:90:1996:172, 11:90:1996:172, 12:90:1996:172, -12:90:1997:172,
  -11:90:1997:172, -10:90:1997:172, -9:90:1997:172, -8:90:1997:172, -7:90:1997:172,
  -6:90:1997:172, -5:90:1997:172, -4:90:1997:172, -3:90:1997:172, -2:90:1997:172,
  -1:90:1997:172, 0:90:1997:172, 1:90:1997:172, 2:90:1997:172, 3:90:1997:172, 4:90:1997:172,
  5:90:1997:172, 6:90:1997:172, 7:90:1997:172, 8:90:1997:172, 9:90:1997:172, 10:90:1997:172,
  11:90:1997:172, 12:90:1997:172, -51:90:1998:172, -50:90:1998:172, -49:90:1998:172,
  -12:90:1998:172, -11:90:1998:172, -10:90:1998:172, -9:90:1998:172, -8:90:1998:172,
  -7:90:1998:172, -6:90:1998:172, -5:90:1998:172, -4:90:1998:172, -3:90:1998:172,
  -2:90:1998:172, -1:90:1998:172, 0:90:1998:172, 1:90:1998:172, 2:90:1998:172, 3:90:1998:172,
  4:90:1998:172, 5:90:1998:172, 6:90:1998:172, 7:90:1998:172, 8:90:1998:172, 9:90:1998:172,
  10:90:1998:172, 11:90:1998:172, 12:90:1998:172, 49:90:1998:172, 50:90:1998:172,
  51:90:1998:172, -52:90:1999:172, -51:90:1999:172, -50:90:1999:172, -49:90:1999:172,
  -48:90:1999:172, -12:90:1999:172, -11:90:1999:172, -10:90:1999:172, -9:90:1999:172,
  -8:90:1999:172, -7:90:1999:172, -6:90:1999:172, -5:90:1999:172, -4:90:1999:172,
  -3:90:1999:172, -2:90:1999:172, -1:90:1999:172, 0:90:1999:172, 1:90:1999:172, 2:90:1999:172,
  3:90:1999:172, 4:90:1999:172, 5:90:1999:172, 6:90:1999:172, 7:90:1999:172, 8:90:1999:172,
  9:90:1999:172, 10:90:1999:172, 11:90:1999:172, 12:90:1999:172, 48:90:1999:172, 49:90:1999:172,
  50:90:1999:172, 51:90:1999:172, 52:90:1999:172, -52:90:2000:172, -51:90:2000:172,
  -50:90:2000:172, -49:90:2000:172, -48:90:2000:172, -13:90:2000:5:1, -12:90:2000:172,
  -11:90:2000:172, -10:90:2000:172, -9:90:2000:172, -8:90:2000:172, -7:90:2000:172,
  -6:90:2000:172, -5:90:2000:172, -4:90:2000:172, -3:90:2000:172, -2:90:2000:172,
  -1:90:2000:172, 0:90:2000:172, 1:90:2000:172, 2:90:2000:172, 3:90:2000:172, 4:90:2000:172,
  5:90:2000:172, 6:90:2000:172, 7:90:2000:172, 8:90:2000:172, 9:90:2000:172, 10:90:2000:172,
  11:90:2000:172, 12:90:2000:172, 13:90:2000:5:1, 48:90:2000:172, 49:90:2000:172,
  50:90:2000:172, 51:90:2000:172, 52:90:2000:172, -52:90:2001:172, -51:90:2001:172,
  -50:90:2001:172, -49:90:2001:172, -48:90:2001:172, -12:90:2001:172, -11:90:2001:172,
  -10:90:2001:172, -9:90:2001:172, -8:90:2001:172, -7:90:2001:172, -6:90:2001:172,
  -5:90:2001:172, -4:90:2001:172, -3:90:2001:172, -2:90:2001:172, -1:90:2001:172,
  0:90:2001:172, 1:90:2001:172, 2:90:2001:172, 3:90:2001:172, 4:90:2001:172, 5:90:2001:172,
  6:90:2001:172, 7:90:2001:172, 8:90:2001:172, 9:90:2001:172, 10:90:2001:172, 11:90:2001:172,
  12:90:2001:172, 48:90:2001:172, 49:90:2001:172, 50:90:2001:172, 51:90:2001:172,
  52:90:2001:172, -51:90:2002:172, -50:90:2002:172, -49:90:2002:172, -12:90:2002:172,
  -11:90:2002:172, -10:90:2002:172, -9:90:2002:172, -8:90:2002:172, -7:90:2002:172,
  -6:90:2002:172, -5:90:2002:172, -4:90:2002:172, -3:90:2002:172, -2:90:2002:172,
  -1:90:2002:172, 0:90:2002:172, 1:90:2002:172, 2:90:2002:172, 3:90:2002:172, 4:90:2002:172,
  5:90:2002:172, 6:90:2002:172, 7:90:2002:172, 8:90:2002:172, 9:90:2002:172, 10:90:2002:172,
  11:90:2002:172, 12:90:2002:172, 49:90:2002:172, 50:90:2002:172, 51:90:2002:172,
  -12:90:2003:172, -11:90:2003:172, -10:90:2003:172, -9:90:2003:172, -8:90:2003:172,
  -7:90:2003:172, -6:90:2003:172, -5:90:2003:172, -4:90:2003:172, -3:90:2003:172,
  -2:90:2003:172, -1:90:2003:172, 0:90:2003:172, 1:90:2003:172, 2:90:2003:172, 3:90:2003:172,
  4:90:2003:172, 5:90:2003:172, 6:90:2003:172, 7:90:2003:172, 8:90:2003:172, 9:90:2003:172,
  10:90:2003:172, 11:90:2003:172, 12:90:2003:172, -12:90:2004:172, -11:90:2004:172,
  -10:90:2004:172, -9:90:2004:172, -8:90:2004:172, -7:90:2004:172, -6:90:2004:172,
  -5:90:2004:172, -4:90:2004:172, -3:90:2004:172, -2:90:2004:172, -1:90:2004:172,
  0:90:2004:172, 1:90:2004:172, 2:90:2004:172, 3:90:2004:172, 4:90:2004:172, 5:90:2004:172,
  6:90:2004:172, 7:90:2004:172, 8:90:2004:172, 9:90:2004:172, 10:90:2004:172, 11:90:2004:172,
  12:90:2004:172, -11:90:2005:172, -10:90:2005:172, -9:90:2005:172, -8:90:2005:172,
  -7:90:2005:172, -6:90:2005:172, -5:90:2005:172, -4:90:2005:172, -3:90:2005:172,
  -2:90:2005:172, -1:90:2005:172, 0:90:2005:172, 1:90:2005:172, 2:90:2005:172, 3:90:2005:172,
  4:90:2005:172, 5:90:2005:172, 6:90:2005:172, 7:90:2005:172, 8:90:2005:172, 9:90:2005:172,
  10:90:2005:172, 11:90:2005:172, -11:90:2006:172, -10:90:2006:172, -9:90:2006:172,
  -8:90:2006:172, -7:90:2006:172, -6:90:2006:172, -5:90:2006:172, -4:90:2006:172,
  -3:90:2006:172, -2:90:2006:172, -1:90:2006:172, 0:90:2006:172, 1:90:2006:172, 2:90:2006:172,
  3:90:2006:172, 4:90:2006:172, 5:90:2006:172, 6:90:2006:172, 7:90:2006:172, 8:90:2006:172,
  9:90:2006:172, 10:90:2006:172, 11:90:2006:172, -10:90:2007:172, -9:90:2007:172,
  -8:90:2007:172, -7:90:2007:172, -6:90:2007:172, -5:90:2007:172, -4:90:2007:172,
  -3:90:2007:172, -2:90:2007:172, -1:90:2007:172, 0:90:2007:172, 1:90:2007:172, 2:90:2007:172,
  3:90:2007:172, 4:90:2007:172, 5:90:2007:172, 6:90:2007:172, 7:90:2007:172, 8:90:2007:172,
  9:90:2007:172, 10:90:2007:172, -9:90:2008:172, -8:90:2008:172, -7:90:2008:172, -6:90:2008:172,
  -5:90:2008:172, -4:90:2008:172, -3:90:2008:172, -2:90:2008:172, -1:90:2008:172,
  0:90:2008:172, 1:90:2008:172, 2:90:2008:172, 3:90:2008:172, 4:90:2008:172, 5:90:2008:172,
  6:90:2008:172, 7:90:2008:172, 8:90:2008:172, 9:90:2008:172, -8:90:2009:172, -7:90:2009:172,
  -6:90:2009:172, -5:90:2009:172, -4:90:2009:172, -3:90:2009:172, -2:90:2009:172,
  -1:90:2009:172, 0:90:2009:172, 1:90:2009:172, 2:90:2009:172, 3:90:2009:172, 4:90:2009:172,
  5:90:2009:172, 6:90:2009:172, 7:90:2009:172, 8:90:2009:172, -7:90:2010:172, -6:90:2010:172,
  -5:90:2010:172, -4:90:2010:172, -3:90:2010:172, -2:90:2010:172, -1:90:2010:172,
  0:90:2010:172, 1:90:2010:172, 2:90:2010:172, 3:90:2010:172, 4:90:2010:172, 5:90:2010:172,
  6:90:2010:172, 7:90:2010:172, -6:90:2011:172, -5:90:2011:172, -4:90:2011:172, -3:90:2011:172,
  -2:90:2011:172, -1:90:2011:172, 0:90:2011:172, 1:90:2011:172, 2:90:2011:172, 3:90:2011:172,
  4:90:2011:172, 5:90:2011:172, 6:90:2011:172, -4:90:2012:172, -3:90:2012:172, -2:90:2012:172,
  -1:90:2012:172, 0:90:2012:172, 1:90:2012:172, 2:90:2012:172, 3:90:2012:172, 4:90:2012:172,
  0:90:2013:5:1, -44:90:2024:172, -43:90:2024:172, -42:90:2024:172, 42:90:2024:172,
  43:90:2024:172, 44:90:2024:172, -45:90:2025:172, -44:90:2025:172, -43:90:2025:172,
  -42:90:2025:172, -41:90:2025:172, 41:90:2025:172, 42:90:2025:172, 43:90:2025:172,
  44:90:2025:172, 45:90:2025:172, -45:90:2026:172, -44:90:2026:172, -43:90:2026:172,
  -42:90:2026:172, -41:90:2026:172, 41:90:2026:172, 42:90:2026:172, 43:90:2026:172,
  44:90:2026:172, 45:90:2026:172, -45:90:2027:172, -44:90:2027:172, -43:90:2027:172,
  -42:90:2027:172, -41:90:2027:172, 41:90:2027:172, 42:90:2027:172, 43:90:2027:172,
  44:90:2027:172, 45:90:2027:172, -44:90:2028:172, -43:90:2028:172, -42:90:2028:172,
  42:90:2028:172, 43:90:2028:172, 44:90:2028:172, -27:90:2041:172, -26:90:2041:172,
  -25:90:2041:172, 25:90:2041:172, 26:90:2041:172, 27:90:2041:172, -28:90:2042:172,
  -27:90:2042:172, -26:90:2042:172, -25:90:2042:172, -24:90:2042:172, 24:90:2042:172,
